"","county","industry","medium","injury_type","injury_date","death","injuries"
"665","台南市","製造業","其他","被夾、被捲",2015-02-07,1,0
"666","新北市","用水供應及汙染整治業","汽車","公路交通事故",2015-02-08,0,3
"667","基隆市","支援服務業","開口部分","墜落、滾落",2015-02-09,1,0
"668","桃園市","支援服務業","其他","火災",2015-02-09,1,0
"669","花蓮縣","營造業","施工架","墜落、滾落",2015-02-09,1,0
"670","新北市","製造業","堆高機","物體飛落",2015-02-09,1,0
"671","宜蘭縣","營造業","土砂、岩石","物體倒塌、崩塌",2015-02-10,1,0
"672","高雄市","營造業","工作台","墜落、滾落",2015-02-12,1,0
"673","高雄市","營造業","營建物","墜落、滾落",2015-02-14,1,0
"674","彰化縣","製造業","堆高機","被撞",2015-02-16,1,0
"675","新北市","批發及零售業","升降機","墜落、滾落",2015-02-16,1,0
"676","高雄市","製造業","離心機","被夾、被捲",2015-02-23,1,0
"677","高雄市","製造業","混合機及粉碎機","被夾、被捲",2015-02-26,1,0
"678","台中市","製造業","固定式起重機","墜落、滾落",2015-02-28,1,0
"679","新竹縣","礦業及土石採取業","堆高機","被撞",2015-03-02,1,0
"680","新竹市","營造業","施工架","墜落、滾落",2015-03-03,1,0
"681","桃園市","營造業","施工架","墜落、滾落",2015-03-03,1,0
"682","台南市","製造業","金屬材料","物體倒塌、崩塌",2015-03-03,1,0
"683","台北市","營造業","營建物","物體倒塌、崩塌",2015-03-04,1,0
"684","雲林縣","公共行政及國防；強制性社會安全","汽車﹑公共汽車","公路交通事故",2015-03-04,1,0
"685","高雄市","營造業","施工架","墜落、滾落",2015-03-05,1,0
"686","台東縣","營造業","其他(預拌混凝土車)","墜落、滾落",2015-03-06,1,0
"687","宜蘭縣","製造業","開口部分","墜落、滾落",2015-03-07,1,0
"688","台中市","製造業","屋頂、屋架、樑","墜落、滾落",2015-03-07,1,0
"689","高雄市","製造業","易燃液體","爆炸",2015-03-09,1,0
"690","基隆市","營造業","營建物","物體倒塌、崩塌",2015-03-10,1,0
"691","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2015-03-10,1,0
"692","台東縣","營造業","其他營建用機械","被撞",2015-03-11,1,0
"693","南投縣","營造業","施工架","墜落、滾落",2015-03-12,1,0
"694","宜蘭縣","農、林、漁、牧業","水","溺斃",2015-03-12,1,0
"695","新北市","營造業","開口部分","墜落、滾落",2015-03-13,1,0
"696","台南市","營造業","有害物","與有害物等之接觸",2015-03-13,1,1
"697","雲林縣","製造業","化學設備(油槽)","墜落、滾落",2015-03-16,1,0
"698","桃園市","營造業","施工架","墜落、滾落",2015-03-18,1,0
"699","台南市","不動產業","工作台","墜落、滾落",2015-03-18,1,0
"700","台北市","營造業","梯子等","墜落、滾落",2015-03-19,1,0
"701","高雄市","營造業","輸配電線路","跌倒",2015-03-19,1,0
"702","高雄市","營造業","營建物","墜落、滾落",2015-03-20,1,0
"703","台南市","營造業","開口部分","墜落、滾落",2015-03-20,1,0
"704","彰化縣","營造業","屋頂、屋架、樑","墜落、滾落",2015-03-21,1,0
"705","花蓮縣","營造業","營建物","物體倒塌、崩塌",2015-03-22,1,0
"706","新北市","製造業","其他","被夾、被捲",2015-03-23,1,0
"707","彰化縣","製造業","其他","被夾、被捲",2015-03-27,1,0
"708","桃園市","製造業","木材","物體倒塌、崩塌",2015-03-27,1,0
"709","台南市","不動產業","施工架","墜落、滾落",2015-03-27,1,0
"710","台北市","營造業","施工架","墜落、滾落",2015-03-29,1,0
"711","新竹縣","營造業","營建物","墜落、滾落",2015-03-30,1,0
"712","台南市","製造業","張力滾輪","被夾、被捲",2015-03-31,1,0
"713","宜蘭縣","其他服務業","開口部分","墜落、滾落",2015-04-02,1,0
"714","台中市","運輸及倉儲業","卡車","其他交通事故",2015-04-04,1,0
"715","南科","製造業","其他(複捲機)","被夾、被捲",2015-04-07,1,0
"716","台北市","批發及零售業","開口部分","墜落、滾落",2015-04-07,1,0
"717","宜蘭縣","公共行政及國防；強制性社會安全","汽車","公路交通事故",2015-04-09,1,0
"718","雲林縣","電力及燃氣供應業","屋頂(採光板)","墜落、滾落",2015-04-09,1,0
"719","台中市","製造業","衝床","物體破裂",2015-04-09,1,0
"720","台中市","營造業","屋頂、屋架、樑","物體倒塌、崩塌",2015-04-10,2,4
"721","台中市","製造業","屋頂","墜落、滾落",2015-04-12,1,0
"722","屏東縣","公共行政及國防；強制性社會安全","其他","墜落、滾落",2015-04-14,1,0
"723","台中市","製造業","集塵機","其他",2015-04-15,1,1
"724","高雄市","營造業","梯子等","墜落、滾落",2015-04-16,1,0
"725","新竹縣","營造業","開口","墜落、滾落",2015-04-16,1,0
"726","南投縣","營造業","營建物(橋面鍍鋅銅板)","墜落、滾落",2015-04-19,2,0
"727","桃園市","支援服務業","工廠大門","被夾、被捲",2015-04-22,1,0
"728","新竹縣","營造業","施工架","墜落、滾落",2015-04-24,1,0
"729","高雄市","製造業","金屬材料","被撞",2015-04-28,1,0
"730","新北市","營造業","梯子等","墜落、滾落",2015-04-29,1,0
"731","嘉義縣","製造業","混合機及粉碎機(攪拌機)","被夾、被捲",2015-04-29,1,0
"732","台中市","營造業","電力設備","感電",2015-04-29,1,0
"733","台南市","營造業","工作台","墜落、滾落",2015-04-29,1,0
"734","嘉義縣","營造業","輸配電線路","感電",2015-04-30,1,0
"735","桃園市","營造業","施工架","墜落、滾落",2015-05-01,1,0
"736","嘉義縣","批發及零售業","爆炸性物質","爆炸",2015-05-01,1,1
"737","新北市","製造業","屋頂、屋架、樑","墜落、滾落",2015-05-02,1,0
"738","新北市","製造業","壓鑄機","被夾、被捲",2015-05-05,1,0
"739","新北市","製造業","移動式起重機","其他",2015-05-06,1,0
"740","新北市","製造業","升降機、提升機","物體飛落",2015-05-08,1,0
"741","高雄市","支援服務業","移動式起重機","物體倒塌、崩塌",2015-05-09,1,0
"742","台北市","營造業","通路","跌倒",2015-05-11,1,0
"743","新北市","用水供應及汙染整治業","移動式起重機","物體倒塌、崩塌",2015-05-14,1,0
"744","新北市","製造業","汽車","物體飛落",2015-05-15,1,0
"745","宜蘭縣","不動產業","屋頂、屋架、樑","墜落、滾落",2015-05-15,1,0
"746","屏東縣","製造業","屋頂、屋架、樑","墜落、滾落",2015-05-15,1,0
"747","基隆市","營造業","開口部分","墜落、滾落",2015-05-16,1,0
"748","台中市","營造業","土砂、岩石","物體倒塌、崩塌",2015-05-17,1,0
"749","台北市","營造業","金屬材料","物體飛落",2015-05-19,1,0
"750","桃園市","製造業","鋼板","物體飛落",2015-05-20,1,0
"751","桃園市","營造業","施工架","跌倒",2015-05-27,1,0
"752","台南市","營造業","施工架","墜落、滾落",2015-05-29,1,0
"753","台北市","營造業","水","溺斃",2015-05-30,1,0
"754","台中市","支援服務業","其他","跌倒",2015-05-31,1,0
"755","彰化縣","批發及零售業","輸配電線路","感電",2015-06-01,1,0
"756","台中市","營造業","工作台、踏板","墜落、滾落",2015-06-01,1,0
"757","台北市","營造業","其他","衝撞",2015-06-02,1,0
"758","高雄市","製造業","盤元","物體飛落",2015-06-03,1,0
"759","中科","專業、科學及技術服務業","卡車","墜落、滾落",2015-06-03,1,0
"760","高雄市","營造業","施工架","墜落、滾落",2015-06-03,1,0
"761","新北市","用水供應及汙染整治業","有害氣體","與有害物等之接觸",2015-06-03,1,2
"762","桃園市","營造業","電器開關箱","感電",2015-06-03,1,0
"763","屏東縣","專業、科學及技術服務業","火車","鐵路交通事故",2015-06-04,1,0
"764","新竹縣","營造業","梯子等","墜落、滾落",2015-06-04,1,0
"765","嘉義縣","用水供應及汙染整治業","其他(鏟土機)","被撞",2015-06-10,1,0
"766","新北市","營造業","施工架","墜落、滾落",2015-06-11,1,0
"767","高雄市","營造業","其他","感電",2015-06-11,1,0
"768","新竹縣","運輸及倉儲業","其他(自動存取機)","被夾、被捲",2015-06-12,1,0
"769","台中市","製造業","水","溺斃",2015-06-12,1,0
"770","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2015-06-12,1,0
"771","屏東縣","電力及燃氣供應業","火","火災",2015-06-13,1,1
"772","新北市","營造業","施工架","物體倒塌、崩塌",2015-06-13,1,1
"773","桃園市","營造業","電力設備","感電",2015-06-14,1,0
"774","高雄市","批發及零售業","營建物","墜落、滾落",2015-06-14,1,0
"775","雲林縣","營造業","施工架","物體倒塌、崩塌",2015-06-15,1,0
"776","高雄市","營造業","施工架","物體倒塌、崩塌",2015-06-18,1,0
"777","苗栗縣","營造業","工作台","墜落、滾落",2015-06-20,1,0
"778","桃園市","營造業","屋頂、屋架、樑","墜落、滾落",2015-06-20,1,0
"779","彰化縣","批發及零售業","堆高機","墜落、滾落",2015-06-22,1,0
"780","宜蘭縣","支援服務業","其他","跌倒",2015-06-22,1,0
"781","彰化縣","運輸及倉儲業","堆高機","被撞",2015-06-23,1,0
"782","新竹縣","製造業","電弧熔接","感電",2015-06-24,1,0
"783","新北市","營造業","其他","與有害物等之接觸",2015-06-24,1,0
"784","台中市","運輸及倉儲業","汽車","公路交通事故",2015-06-25,1,0
"785","高雄市","營造業","營建物","墜落、滾落",2015-06-25,1,0
"786","台中市","資訊及傳播通訊業","輸配電線路","感電",2015-06-26,1,0
"787","新北市","支援服務業","開口部分","墜落、滾落",2015-06-27,1,0
"788","桃園市","營造業","屋頂、屋架、樑","墜落、滾落",2015-06-28,1,0
"789","澎湖縣","運輸及倉儲業","手工具(鋼棒插銷)","衝撞",2015-06-28,1,0
"790","苗栗縣","營造業","屋頂、屋架、樑","墜落、滾落",2015-06-29,1,0
"791","台中市","營造業","輸配電線路","感電",2015-06-29,1,0
"792","雲林縣","製造業","工作台、踏板","墜落、滾落",2015-07-02,1,0
"793","雲林縣","營造業","梯子等","墜落、滾落",2015-07-02,1,0
"794","屏東縣","公共行政及國防；強制性社會安全","火車","鐵路交通事故",2015-07-03,1,0
"795","高雄市","運輸及倉儲業","已包裝貨物","被撞",2015-07-04,1,0
"796","台中市","製造業","易燃液體","火災",2015-07-09,1,0
"797","新北市","營造業","開口部分","墜落、滾落",2015-07-10,1,0
"798","高雄市","製造業","固定式起重機","被夾、被捲",2015-07-10,1,0
"799","雲林縣","營造業","屋頂、屋架、樑","墜落、滾落",2015-07-15,1,0
"800","台北市","支援服務業","電流","感電",2015-07-15,1,0
"801","台中市","營造業","營建物","物體倒塌、崩塌",2015-07-16,1,0
"802","台中市","營造業","開口部分","墜落、滾落",2015-07-16,1,0
"803","桃園市","製造業","有害物","溺斃",2015-07-17,1,0
"804","彰化縣","製造業","堆高機","衝撞",2015-07-20,1,0
"805","台北市","營造業","有害物","與有害物等之接觸",2015-07-20,2,0
"806","新北市","製造業","衝床","被夾、被捲",2015-07-20,1,0
"807","彰化縣","營造業","金屬材料","被撞",2015-07-22,1,0
"808","桃園市","營造業","其他","物體飛落",2015-07-25,1,0
"809","金門縣","營造業","營建物","溺斃",2015-07-25,1,0
"810","高雄市","營造業","電力設備","感電",2015-07-25,1,0
"811","台北市","用水供應及汙染整治業","開口部分","墜落、滾落",2015-07-26,1,0
"812","桃園市","營造業","開口部分","墜落、滾落",2015-07-29,1,0
"813","南投縣","製造業",NA,"被夾、被捲",2015-07-29,1,0
"814","新竹縣","製造業","堆高機","墜落、滾落",2015-07-30,1,0
"815","桃園市","支援服務業","合梯","墜落、滾落",2015-07-30,1,0
"816","桃園市","支援服務業","U型扣","被撞",2015-07-31,1,0
"817","新北市","營造業","贏建物","物體倒塌、崩塌",2015-07-31,1,0
"818","台中市","營造業","電力設備","感電",2015-08-01,1,0
"819","新北市","營造業","開口部分","墜落、滾落",2015-08-03,1,0
"820","新北市","支援服務業","工作臺","被夾、被捲",2015-08-03,1,0
"821","彰化縣","營造業","屋頂、屋架、樑","墜落、滾落",2015-08-04,1,0
"822","台北市","營造業","輸配電線路","感電",2015-08-04,1,0
"823","桃園市","支援服務業","開口部分","墜落、滾落",2015-08-04,1,0
"824","台北市","營造業","營建物","墜落、滾落",2015-08-05,1,0
"825","高雄市","營造業","開口部分","墜落、滾落",2015-08-06,1,0
"826","台中市","不動產業","開口部分","墜落、滾落",2015-08-06,1,0
"827","花蓮縣","批發及零售業","開口部分","墜落、滾落",2015-08-08,1,0
"828","高雄市","製造業","電力設備","感電",2015-08-08,1,0
"829","台北市","營造業","其他設備","墜落、滾落",2015-08-10,1,0
"830","嘉義縣","農、林、漁、牧業","制水閘","溺斃",2015-08-10,1,0
"831","彰化縣","製造業","堆高機","墜落、滾落",2015-08-10,1,0
"832","新北市","支援服務業","其他(排風扇)","被撞",2015-08-10,1,0
"833","彰化縣","營造業","屋頂、屋架、樑","墜落、滾落",2015-08-11,1,0
"834","屏東縣","支援服務業","其他(廣告招牌)","墜落、滾落",2015-08-11,1,0
"835","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2015-08-12,1,0
"836","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2015-08-12,1,0
"837","新竹縣","製造業","屋頂、屋架、樑","墜落、滾落",2015-08-13,1,0
"838","嘉義市","營造業","屋頂、屋架、樑","墜落、滾落",2015-08-13,1,0
"839","彰化縣","營造業","梯子等","墜落、滾落",2015-08-14,1,0
"840","台中市","營造業","施工架","墜落、滾落",2015-08-14,1,0
"841","嘉義縣","支援服務業","輸配電線路","感電",2015-08-15,1,0
"842","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2015-08-17,1,0
"843","新竹縣","製造業","棧板","物體飛落",2015-08-18,1,0
"844","花蓮縣","營造業","土石","物體倒塌、崩塌",2015-08-19,1,0
"845","高雄市","運輸及倉儲業","木材、竹材","物體飛落",2015-08-20,1,0
"846","台南市","製造業","屋頂、屋架、樑","墜落、滾落",2015-08-22,1,0
"847","苗栗縣","製造業","屋頂、屋架、樑","墜落、滾落",2015-08-24,1,0
"848","新北市","支援服務業","採光罩","墜落、滾落",2015-08-26,1,0
"849","台南市","營造業","金屬材料","墜落、滾落",2015-08-27,1,0
"850","彰化縣","營造業","開口部分","墜落、滾落",2015-08-31,1,0
"851","高雄市","支援服務業","梯子","墜落、滾落",2015-08-31,1,0
"852","新北市","支援服務業","梯子等","墜落、滾落",2015-08-31,1,0
"853","嘉義市","營造業","施工架","墜落、滾落",2015-09-02,1,0
"854","新竹縣","營造業","工作台踏板","墜落、滾落",2015-09-03,1,0
"855","高雄市","營造業","其他","感電",2015-09-03,1,0
"856","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2015-09-03,1,0
"857","新北市","支援服務業","梯子等","墜落、滾落",2015-09-04,1,0
"858","桃園市","營造業","屋頂、屋架、樑","墜落、滾落",2015-09-06,1,0
"859","新竹市","專業、科學及技術服務業","無媒介物","墜落、滾落",2015-09-06,1,0
"860","新北市","支援服務業","不能分類","其他",2015-09-07,1,0
"861","桃園市","製造業","其他","感電",2015-09-11,1,0
"862","台中市","用水供應及汙染整治業","動力鏟類設備","墜落、滾落",2015-09-11,1,0
"863","桃園市","批發及零售業","卡車","墜落、滾落",2015-09-12,1,0
"864","彰化縣","製造業","無媒介物","跌倒",2015-09-12,1,0
"865","花蓮縣","製造業","開口部分","墜落、滾落",2015-09-15,1,0
"866","桃園市","製造業","金屬材料","物體倒塌、崩塌",2015-09-15,1,0
"867","苗栗縣","支援服務業","其他","公路交通事故",2015-09-17,1,0
"868","台北市","營造業","開口部分","墜落、滾落",2015-09-18,1,0
"869","新竹市","支援服務業","吊車
移動式起重機","墜落、滾落",2015-09-19,1,0
"870","苗栗縣","營造業","移動式起重機","被夾、被捲",2015-09-22,1,0
"871","新北市","營造業","開口","墜落、滾落",2015-09-22,1,0
"872","台中市","製造業","金屬材料","物體倒塌、崩塌",2015-09-22,1,0
"873","台南市","營造業","營建物(鋼柱)","物體飛落",2015-09-22,1,0
"874","台南市","專業、科學及技術服務業","其他","被夾、被捲",2015-09-22,1,0
"875","新竹縣","製造業","開口部分","墜落、滾落",2015-09-23,1,0
"876","台南市","製造業","屋頂、屋架、樑","墜落、滾落",2015-09-24,1,0
"877","雲林縣","製造業","升降機、提升機","墜落、滾落",2015-09-25,1,0
"878","花蓮縣","營造業","開口部分","墜落、滾落",2015-09-26,1,0
"879","台北市","支援服務業","開口部分","墜落、滾落",2015-09-28,1,0
"880","台中市","營造業","強風","墜落、滾落",2015-09-28,1,0
"881","台北市","營造業","施工架","墜落、滾落",2015-09-29,1,0
"882","台北市","支援服務業","其他(工作繩)","墜落、滾落",2015-10-01,1,0
"883","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2015-10-02,1,0
"884","台中市","製造業","易燃液體","火災",2015-10-02,0,6
"885","新北市","營造業","施工架","墜落、滾落",2015-10-02,1,0
"886","彰化縣","製造業","其他","感電",2015-10-03,1,0
"887","中科","營造業","移動式起重機","物體倒塌、崩塌",2015-10-04,1,0
"888","台中市","營造業","梯子等","墜落、滾落",2015-10-04,1,0
"889","新北市","營造業","通路","跌倒",2015-10-05,1,0
"890","台北市","營造業","梯子等","墜落、滾落",2015-10-06,1,0
"891","台北市","支援服務業","吊籠","墜落、滾落",2015-10-08,1,0
"892","金門縣","批發及零售業","砂石車斗","被夾、被捲",2015-10-09,1,0
"893","高雄市","製造業","輸送帶","被夾、被捲",2015-10-09,1,0
"894","苗栗縣","製造業","其他","被夾、被捲",2015-10-10,1,0
"895","新北市","營造業","施工架","墜落、滾落",2015-10-10,1,0
"896","高雄市","運輸及倉儲業","開口部分","跌倒",2015-10-13,1,0
"897","新北市","製造業","電力設備","火災",2015-10-15,1,1
"898","台南市","支援服務業","虎頭蜂","其他",2015-10-15,1,0
"899","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2015-10-16,1,0
"900","新竹縣","營造業","施工架","墜落、滾落",2015-10-16,1,0
"901","高雄市","運輸及倉儲業","卡車","被夾、被捲",2015-10-16,1,0
"902","南投縣","電力及燃氣供應業","電桿","被撞",2015-10-16,1,0
"903","彰化縣","不動產業","施工架","墜落、滾落",2015-10-16,1,0
"904","台北市","營造業","一氧化碳","與有害物等之接觸",2015-10-17,1,0
"905","花蓮縣","其他服務業","石材","物體倒塌、崩塌",2015-10-18,1,0
"906","台中市","公共行政及國防；強制性社會安全","其他(高空作業車)","墜落、滾落",2015-10-19,1,0
"907","雲林縣","營造業","屋頂、屋架、樑","墜落、滾落",2015-10-19,1,0
"908","新北市","製造業","硫化氫","與有害物等之接觸",2015-10-20,2,0
"909","台中市","營造業","高空工作車","被夾、被捲",2015-10-20,1,0
"910","台中市","製造業","其他(混凝土預拌車)","墜落、滾落",2015-10-20,1,0
"911","台中市","其他服務業","立木","墜落、滾落",2015-10-20,1,0
"912","台中市","批發及零售業","木材","物體飛落",2015-10-21,1,0
"913","台北市","其他服務業","棚架","墜落、滾落",2015-10-21,1,0
"914","台中市","用水供應及汙染整治業","其他(鏟裝機)","被夾、被捲",2015-10-21,1,0
"915","台南市","營造業","屋頂","墜落、滾落",2015-10-24,1,0
"916","高雄市","營造業","移動式起重機","墜落、滾落",2015-10-26,1,0
"917","台中市","製造業","堆高機","被撞",2015-10-26,1,0
"918","新北市","公共行政及國防；強制性社會安全","卡車","被撞",2015-10-27,1,0
"919","台中市","營造業","輸配電線路","感電",2015-10-29,1,0
"920","雲林縣","營造業","施工架","墜落、滾落",2015-10-29,1,0
"921","彰化縣","用水供應及汙染整治業","開口部分","墜落、滾落",2015-10-29,1,0
"922","高雄市","製造業","其他","墜落、滾落",2015-10-30,1,0
"923","新竹縣","其他服務業","電動車","被撞",2015-10-30,1,0
"924","台中市","運輸及倉儲業","其他(混凝土預拌車)","墜落、滾落",2015-10-30,1,0
"925","新竹市","營造業","其他","感電",2015-11-01,1,0
"926","花蓮縣","製造業","輸送帶","被夾、被捲",2015-11-02,1,0
"927","桃園市","製造業","堆高機","被夾、被捲",2015-11-04,1,0
"928","彰化縣","製造業","機器","被夾、被捲",2015-11-04,1,0
"929","宜蘭縣","醫療保健及社會工作服務業","其他","無法歸類者",2015-11-05,1,0
"930","屏東縣","不動產業","施工架","墜落、滾落",2015-11-07,1,0
"931","南投縣","製造業","土砂、岩石","跌倒",2015-11-09,1,0
"932","彰化縣","營造業","施工架","墜落、滾落",2015-11-09,1,0
"933","彰化縣","營造業","支撐架","墜落、滾落",2015-11-09,0,3
"934","新竹縣","公共行政及國防；強制性社會安全","開口部分","墜落、滾落",2015-11-10,1,0
"935","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2015-11-11,1,0
"936","高雄市","營造業","水溝","溺斃",2015-11-12,1,0
"937","新北市","其他服務業","冷氣機電路","感電",2015-11-14,1,0
"938","台南市","製造業","堆高機","物體倒塌、崩塌",2015-11-14,1,0
"939","高雄市","公共行政及國防；強制性社會安全","港口","溺斃",2015-11-15,1,0
"940","桃園市","製造業","已包裝貨物","物體倒塌、崩塌",2015-11-16,1,0
"941","台南市","營造業","開口部分","墜落、滾落",2015-11-19,1,0
"942","新竹縣","營造業","營建物","物體倒塌、崩塌",2015-11-20,1,0
"943","桃園市","製造業","染液","與高溫、低溫之接觸",2015-11-20,1,0
"944","新北市","專業、科學及技術服務業","直升機","船舶、航空器",2015-11-22,2,0
"945","南投縣","營造業","屋頂、屋架、樑","墜落、滾落",2015-11-22,1,0
"946","桃園市","製造業","油壓機","被夾、被捲",2015-11-23,1,0
"947","高雄市","製造業","其他","其他",2015-11-24,1,0
"948","桃園市","製造業","起重機","被撞",2015-11-25,1,0
"949","新北市","不動產業","有害物","與有害物等之接觸",2015-11-26,2,0
"950","新竹市","製造業","堆高機","被夾、被捲",2015-11-27,1,0
"951","新北市","製造業","電流","感電",2015-11-29,1,0
"952","台中市","公共行政及國防；強制性社會安全","其他環境(溝渠)","墜落、滾落",2015-12-01,1,0
"953","新北市","營造業","土砂、岩石","物體倒塌、崩塌",2015-12-02,1,0
"954","台中市","營造業","開口部分","墜落、滾落",2015-12-02,1,0
"955","台中市","製造業","屋頂、屋架、樑","墜落、滾落",2015-12-04,1,0
"956","新竹縣","製造業","其他(皺褶機)","物體飛落",2015-12-07,1,0
"957","基隆市","公共行政及國防；強制性社會安全","鏟斗","被撞",2015-12-07,1,0
"958","苗栗縣","製造業","反應器","與高溫、低溫之接觸",2015-12-07,1,1
"959","花蓮縣","製造業","電桿","物體倒塌、崩塌",2015-12-11,1,0
"960","宜蘭縣","製造業","開口部分","墜落、滾落",2015-12-12,1,0
"961","新北市","營造業","開口處","墜落、滾落",2015-12-13,1,0
"962","嘉義縣","製造業","堆高機","衝撞",2015-12-15,1,0
"963","新竹縣","營造業","開口部分","墜落、滾落",2015-12-15,1,0
"964","台南市","營造業","樓梯","墜落、滾落",2015-12-16,1,0
"965","台中市","製造業","衝床","物體倒塌、崩塌",2015-12-16,1,0
"966","新北市","營造業","輸配電線路","感電",2015-12-18,1,0
"967","高雄市","製造業","物件","跌倒",2015-12-22,1,0
"968","雲林縣","營造業","動力鏟類設備","被撞",2015-12-22,1,0
"969","宜蘭縣","電力及燃氣供應業","高壓電","感電",2015-12-28,1,0
"970","屏東縣","製造業","其他","跌倒",2015-12-29,1,0
"971","新竹市","營造業","浪板","墜落、滾落",2015-12-30,1,0
"972","新北市","營造業","開口部分","墜落、滾落",2015-12-30,1,0
"973","南投縣","製造業","屋頂、屋架、樑","墜落、滾落",2015-12-31,1,0
"974","台南市","製造業","施工架","墜落、滾落",2016-01-02,1,0
"975","宜蘭縣","製造業","輸送帶","被夾、被捲",2016-01-03,1,0
"976","屏東縣","營造業","開口","墜落、滾落",2016-01-04,1,0
"977","新北市","營造業","施工架","墜落、滾落",2016-01-07,1,0
"978","桃園市","其他服務業","卡車","被夾、被捲",2016-01-07,1,0
"979","屏東縣","製造業","堆高機","被夾、被捲",2016-01-08,1,0
"980","高雄市","營造業","屋頂","墜落、滾落",2016-01-09,1,0
"981","桃園市","運輸及倉儲業","已包裝貨物","物體飛落",2016-01-11,1,0
"982","南科","製造業","水","溺斃",2016-01-13,1,0
"983","新竹市","醫療保健及社會工作服務業","其他","其他",2016-01-13,0,3
"984","桃園市","製造業","堆高機","被撞",2016-01-14,1,0
"985","新北市","營造業","梯子等","墜落、滾落",2016-01-18,1,0
"986","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2016-01-18,1,0
"987","苗栗縣","製造業","貨車烤箱","物體倒塌、崩塌",2016-01-19,1,0
"988","高雄市","營造業","梯子等","墜落、滾落",2016-01-20,1,0
"989","彰化縣","製造業","傳動軸","被夾、被捲",2016-01-20,1,0
"990","雲林縣","製造業","其他","被夾、被捲",2016-01-21,1,0
"991","彰化縣","營造業","施工架","墜落、滾落",2016-01-21,1,0
"992","新北市","營造業","施工架","墜落、滾落",2016-01-24,1,0
"993","台北市","支援服務業","開口部分","墜落、滾落",2016-01-25,1,0
"994","高雄市","製造業","桁架","墜落、滾落",2016-01-25,1,0
"995","新北市","營造業","有害物","與有害物等之接觸",2016-01-27,1,0
"996","高雄市","製造業","物件","物體飛落",2016-01-27,1,0
